       BLOCK    VELOCITY ACTUAL_POFV    AVE_POFV       ERROR
          20     4.24264           0    0.010474  0.00331886
          20      4.4312           0  0.00754124  0.00263925
          20     4.61976           0  0.00407568  0.00134378
          20     4.80833           0  0.00395661   0.0017785
          20     4.99689           0  0.00081882 0.000421454
          20     5.18545           0 0.000233247 0.000127252
          20     5.37401           0 2.70076e-05 2.63237e-05
          20     5.56257           0           0           0
          21   0.0942809   0.0079795  0.00406867 0.000761741
          21    0.282843   0.0465266    0.048955  0.00611582
          21    0.471405   0.0880692    0.129277   0.0108618
          21    0.659966    0.278595    0.213206   0.0135943
          21    0.848528    0.455274    0.302165    0.013969
          21     1.03709    0.357531    0.396574   0.0174085
          21     1.22565    0.442163    0.458879   0.0181545
          21     1.41421     0.47327    0.470624   0.0218982
          21     1.60278    0.429641      0.5046   0.0180998
          21     1.79134    0.480563     0.55465   0.0172515
          21      1.9799    0.514862    0.466008   0.0131903
          21     2.16846    0.313116    0.382628   0.0166109
          21     2.35702    0.398705     0.34363   0.0143508
          21     2.54558    0.268431    0.293164   0.0143379
          21     2.73415    0.222419    0.204427   0.0128193
          21     2.92271    0.147928    0.166027   0.0101807
          21     3.11127    0.120134    0.115486  0.00815064
          21     3.29983   0.0852211   0.0828021  0.00792082
          21     3.48839    0.054457   0.0572735  0.00601093
          21     3.67696   0.0580662   0.0420698  0.00505159
          21     3.86552   0.0194209   0.0242986  0.00490733
          21     4.05408  0.00233247   0.0148144  0.00247513
          21     4.24264   0.0257799   0.0112029  0.00323986
          21      4.4312   0.0113923  0.00772463  0.00251993
          21     4.61976  0.00142403  0.00394942  0.00128571
          21     4.80833           0   0.0037682  0.00170376
          21     4.99689           0 0.000779828 0.000403185
          21     5.18545           0  0.00022214 0.000121676
          21     5.37401           0 2.57215e-05 2.51016e-05
          21     5.56257           0           0           0
          22   0.0942809 0.000392837  0.00390159 0.000745215
          22    0.282843   0.0537205   0.0491716  0.00584167
          22    0.471405    0.155146    0.130453   0.0104315
          22    0.659966     0.29507    0.216928   0.0134761
          22    0.848528    0.306634    0.302369   0.0133355
          22     1.03709    0.366321    0.395199   0.0166714
          22     1.22565    0.452229    0.458577   0.0173318
          22     1.41421    0.436368    0.469066   0.0209581
          22     1.60278    0.459448    0.502548    0.017393
          22     1.79134    0.511376    0.552683   0.0165791
          22      1.9799    0.589157    0.471605   0.0137272
          22     2.16846    0.308966     0.37928   0.0161898
          22     2.35702    0.322151    0.342653   0.0137316
          22     2.54558    0.350067    0.295751   0.0139175
          22     2.73415    0.190182     0.20378    0.012253
          22     2.92271    0.215299    0.168267  0.00996129
          22     3.11127   0.0946246    0.114538  0.00783512
          22     3.29983   0.0793531   0.0826453  0.00756234
          22     3.48839    0.030273   0.0560462  0.00586166
          22     3.67696   0.0325564   0.0416374  0.00484045
          22     3.86552  0.00407568   0.0233794  0.00476958
          22     4.05408   0.0156153   0.0148508   0.0023629
          22     4.24264   0.0306413   0.0120864  0.00321081
          22      4.4312  0.00363374  0.00753868  0.00241224
          22     4.61976           0   0.0037699  0.00123974
          22     4.80833           0  0.00359691   0.0016349
          22     4.99689           0 0.000744382 0.000386413
          22     5.18545           0 0.000212043 0.000116564
          22     5.37401           0 2.45523e-05 2.39878e-05
          22     5.56257           0           0           0
          23   0.0942809   0.0158608  0.00442155 0.000875622
          23    0.282843    0.136167    0.052954  0.00670125
          23    0.471405    0.217755    0.134249   0.0106462
          23    0.659966    0.213581    0.216782   0.0128909
          23    0.848528    0.266663    0.300816   0.0128457
          23     1.03709    0.321562    0.391997   0.0162511
          23     1.22565    0.444839     0.45798   0.0165885
          23     1.41421    0.455323    0.468469   0.0200554
          23     1.60278    0.571774    0.505558   0.0168952
          23     1.79134    0.436098    0.547614   0.0166151
          23      1.9799     0.42888    0.469748   0.0132555
          23     2.16846    0.367843    0.378782   0.0154936
          23     2.35702     0.38196    0.344362   0.0132405
          23     2.54558    0.338748     0.29762   0.0134374
          23     2.73415    0.244762    0.205562   0.0118491
          23     2.92271    0.208523    0.170017  0.00968073
          23     3.11127    0.109405    0.114315  0.00749764
          23     3.29983   0.0452745   0.0810205  0.00740603
          23     3.48839   0.0164501   0.0543247  0.00585417
          23     3.67696   0.0260746   0.0409607  0.00467705
          23     3.86552  0.00665368   0.0226522  0.00461732
          23     4.05408   0.0101647   0.0146471  0.00226893
          23     4.24264   0.0263692   0.0127074  0.00313069
          23      4.4312   0.0118833  0.00772758  0.00231475
          23     4.61976 0.000687465  0.00363588  0.00119306
          23     4.80833           0  0.00344053  0.00157128
          23     4.99689           0 0.000712017 0.000370965
          23     5.18545           0 0.000202824  0.00011186
          23     5.37401           0 2.34848e-05 2.29686e-05
          23     5.56257           0           0           0
          24   0.0942809  0.00510688  0.00445011 0.000839603
          24    0.282843    0.102064   0.0550003   0.0067272
          24    0.471405   0.0843127    0.132168   0.0104039
          24    0.659966    0.200936    0.216122   0.0123707
          24    0.848528     0.26983    0.299525   0.0123752
          24     1.03709    0.332758    0.389529   0.0157603
          24     1.22565    0.464923    0.458269   0.0158999
          24     1.41421    0.547492    0.471762   0.0194882
          24     1.60278    0.513978    0.505909   0.0161949
          24     1.79134    0.536198    0.547138   0.0159296
          24      1.9799    0.432857    0.468211    0.012792
          24     2.16846    0.456747    0.382031   0.0151847
          24     2.35702    0.370053    0.345433    0.012732
          24     2.54558     0.25667    0.295914   0.0129853
          24     2.73415    0.288613    0.209022   0.0118499
          24     2.92271    0.195019    0.171059  0.00933325
          24     3.11127    0.093618    0.113452  0.00723466
          24     3.29983   0.0315988   0.0789613  0.00737818
          24     3.48839   0.0562003   0.0544028  0.00561076
          24     3.67696   0.0357727   0.0407446  0.00448716
          24     3.86552   0.0187825   0.0224909  0.00442774
          24     4.05408  0.00660457    0.014312    0.002199
          24     4.24264 0.000392837   0.0121943    0.003042
          24      4.4312 0.000491046  0.00742605  0.00223785
          24     4.61976  0.00228337  0.00357952  0.00114468
          24     4.80833           0  0.00329717  0.00151234
          24     4.99689           0  0.00068235 0.000356693
          24     5.18545           0 0.000194373 0.000107518
          24     5.37401           0 2.25063e-05 2.20324e-05
          24     5.56257           0           0           0
          25   0.0942809   0.0047877  0.00446361 0.000806128
          25    0.282843   0.0420827   0.0544836  0.00647792
          25    0.471405    0.115691    0.131509   0.0100086
          25    0.659966    0.205626    0.215702    0.011883
          25    0.848528    0.390112    0.303148   0.0123993
          25     1.03709    0.323771    0.386898   0.0153478
          25     1.22565     0.50838    0.460273   0.0153897
          25     1.41421    0.545798    0.474723   0.0189323
          25     1.60278    0.531042    0.506914   0.0155783
          25     1.79134    0.428291    0.542384   0.0159861
          25      1.9799    0.411178    0.465929    0.012482
          25     2.16846    0.374644    0.381736   0.0145802
          25     2.35702    0.305996    0.343855   0.0123201
          25     2.54558    0.252521    0.294178   0.0125814
          25     2.73415    0.264551    0.211243   0.0115822
          25     2.92271    0.204889    0.172412  0.00905749
          25     3.11127    0.169362    0.115689  0.00728274
          25     3.29983    0.118882   0.0805581   0.0072538
          25     3.48839   0.0286526   0.0533728  0.00548006
          25     3.67696   0.0619455   0.0415926  0.00438708
          25     3.86552     0.01289   0.0221069  0.00426725
          25     4.05408  0.00220971   0.0138279  0.00216366
          25     4.24264           0   0.0117065  0.00295917
          25      4.4312           0  0.00712901  0.00216796
          25     4.61976           0  0.00343634  0.00110781
          25     4.80833           0  0.00316528  0.00145758
          25     4.99689           0 0.000655056 0.000343468
          25     5.18545           0 0.000186598 0.000103498
          25     5.37401           0  2.1606e-05 2.11695e-05
          25     5.56257           0           0           0
          26   0.0942809  0.00621174  0.00453085 0.000777922
          26    0.282843   0.0488346   0.0542663  0.00623242
          26    0.471405     0.08775    0.129826  0.00976414
          26    0.659966     0.16752    0.213849   0.0115696
          26    0.848528    0.357506    0.305239   0.0120974
          26     1.03709    0.364946    0.386054   0.0147807
          26     1.22565    0.387362    0.457469   0.0150511
          26     1.41421    0.548793    0.477572   0.0184173
          26     1.60278    0.595541    0.510323   0.0153475
          26     1.79134     0.58297    0.543945   0.0154473
          26      1.9799    0.470324    0.466098   0.0120031
          26     2.16846    0.386969    0.381937   0.0140208
          26     2.35702    0.249795    0.340238    0.012366
          26     2.54558     0.15107    0.288674   0.0132469
          26     2.73415    0.251858    0.212805   0.0112416
          26     2.92271    0.181712     0.17277  0.00871618
          26     3.11127    0.166342    0.117637  0.00725854
          26     3.29983    0.170982    0.084036   0.0077639
          26     3.48839   0.0479016   0.0531624  0.00527333
          26     3.67696   0.0371231   0.0414207  0.00422171
          26     3.86552   0.0117115   0.0217071  0.00412182
          26     4.05408   0.0273758   0.0143489  0.00214227
          26     4.24264  0.00270076   0.0113602  0.00286556
          26      4.4312           0  0.00685482  0.00210185
          26     4.61976           0  0.00330418  0.00107305
          26     4.80833           0  0.00304354   0.0014066
          26     4.99689           0 0.000629861  0.00033118
          26     5.18545           0 0.000179421 9.97657e-05
          26     5.37401           0  2.0775e-05 2.03716e-05
          26     5.56257           0           0           0
          27   0.0942809  0.00356009  0.00449489  0.00074994
          27    0.282843   0.0331702    0.053485  0.00605036
          27    0.471405     0.09433    0.128511   0.0094906
          27    0.659966    0.196468    0.213205   0.0111589
          27    0.848528    0.367254    0.307536   0.0118654
          27     1.03709    0.434674    0.387855   0.0143425
          27     1.22565    0.427137    0.456346   0.0145355
          27     1.41421    0.653509    0.484088   0.0188527
          27     1.60278    0.508871    0.510269   0.0147792
          27     1.79134    0.424338    0.539515   0.0154973
          27      1.9799     0.45439    0.465665   0.0115664
          27     2.16846     0.47548    0.385401    0.013923
          27     2.35702    0.196885    0.334928   0.0129979
          27     2.54558    0.169485    0.284259   0.0134717
          27     2.73415    0.192711    0.212061   0.0108498
          27     2.92271    0.276754    0.176621  0.00920496
          27     3.11127    0.152519    0.118929  0.00710375
          27     3.29983   0.0762104   0.0837461  0.00748176
          27     3.48839   0.0558565   0.0532622  0.00507896
          27     3.67696   0.0327037   0.0410979  0.00407768
          27     3.86552    0.049031   0.0227191  0.00409151
          27     4.05408   0.0214342   0.0146114  0.00207894
          27     4.24264  0.00557338   0.0111458  0.00276743
          27      4.4312  0.00095754   0.0066364  0.00203532
          27     4.61976           0   0.0031818  0.00104027
          27     4.80833           0  0.00293082  0.00135901
          27     4.99689           0 0.000606533 0.000319735
          27     5.18545           0 0.000172776 9.62917e-05
          27     5.37401           0 2.00056e-05 1.96316e-05
          27     5.56257           0           0           0
          28   0.0942809  0.00274986  0.00443257 0.000725742
          28    0.282843   0.0266147   0.0525253   0.0059099
          28    0.471405   0.0733623    0.126542  0.00935379
          28    0.659966    0.197376     0.21264   0.0107747
          28    0.848528    0.337226    0.308596   0.0114889
          28     1.03709     0.46944    0.390769   0.0141232
          28     1.22565    0.485939    0.457403   0.0140548
          28     1.41421    0.625348    0.489133   0.0188423
          28     1.60278    0.487093    0.509441   0.0142745
          28     1.79134    0.455372     0.53651   0.0152324
          28      1.9799    0.378793    0.462562   0.0115619
          28     2.16846    0.385275    0.385397   0.0134258
          28     2.35702     0.21827    0.330762   0.0131845
          28     2.54558     0.37322    0.287437     0.01336
          28     2.73415    0.275403    0.214323   0.0106956
          28     2.92271    0.181196    0.176785  0.00887766
          28     3.11127   0.0926359     0.11799  0.00691183
          28     3.29983    0.118858   0.0850001  0.00731888
          28     3.48839    0.056544   0.0533794  0.00489893
          28     3.67696   0.0392346   0.0410313  0.00393259
          28     3.86552 0.000196419   0.0219147  0.00402367
          28     4.05408   0.0139457   0.0145876  0.00200483
          28     4.24264  0.00316725   0.0108609  0.00268322
          28      4.4312   0.0031918  0.00651338  0.00196634
          28     4.61976  0.00284807  0.00316988  0.00100318
          28     4.80833           0  0.00282615   0.0013145
          28     4.99689           0 0.000584871 0.000309049
          28     5.18545           0 0.000166605 9.30502e-05
          28     5.37401           0 1.92911e-05 1.89435e-05
          28     5.56257           0           0           0
          29   0.0942809   0.0112695  0.00466833 0.000738016
          29    0.282843    0.140979   0.0555754  0.00644532
          29    0.471405    0.117164    0.126218  0.00903684
          29    0.659966    0.156177    0.210693   0.0105776
          29    0.848528    0.255712    0.306773   0.0112365
          29     1.03709    0.294775    0.387458   0.0140187
          29     1.22565    0.453309    0.457262   0.0135708
          29     1.41421    0.536689    0.490773   0.0182638
          29     1.60278    0.526524     0.51003   0.0137944
          29     1.79134    0.548131    0.536911   0.0147124
          29      1.9799    0.485547    0.463355   0.0111904
          29     2.16846    0.429739    0.386926   0.0130496
          29     2.35702    0.368358    0.332058   0.0127935
          29     2.54558    0.218712    0.285067   0.0131078
          29     2.73415    0.210266    0.214183   0.0103277
          29     2.92271     0.19168    0.177298  0.00858638
          29     3.11127    0.106361    0.117589  0.00668511
          29     3.29983    0.115249   0.0860432  0.00714045
          29     3.48839   0.0849019   0.0544664  0.00484909
          29     3.67696  0.00959996   0.0399475  0.00394351
          29     3.86552    0.008446   0.0214503  0.00391164
          29     4.05408   0.0321881   0.0151945  0.00202548
          29     4.24264  0.00152224   0.0105389  0.00260995
          29      4.4312           0  0.00628878  0.00191132
          29     4.61976           0  0.00306057 0.000974527
          29     4.80833           0  0.00272869  0.00127278
          29     4.99689           0 0.000564703 0.000299049
          29     5.18545           0  0.00016086 9.00188e-05
          29     5.37401           0 1.86259e-05 1.83019e-05
          29     5.56257           0           0           0
          30   0.0942809  0.00176777  0.00457164 0.000719721
          30    0.282843   0.0856385   0.0565775   0.0063079
          30    0.471405    0.109798    0.125671  0.00875217
          30    0.659966    0.109872    0.207332   0.0107457
          30    0.848528    0.300299    0.306557    0.010864
          30     1.03709    0.431139    0.388914   0.0136268
          30     1.22565    0.380193    0.454693   0.0133594
          30     1.41421    0.426916    0.488644   0.0177786
          30     1.60278    0.434551    0.507514   0.0135621
          30     1.79134    0.504501    0.535831   0.0142616
          30      1.9799    0.751988    0.472976     0.01437
          30     2.16846     0.43654     0.38858    0.012719
          30     2.35702    0.328068    0.331925   0.0123677
          30     2.54558    0.269683    0.284554   0.0126809
          30     2.73415    0.225685    0.214567  0.00999055
          30     2.92271    0.157037    0.176623  0.00832669
          30     3.11127    0.107097    0.117239  0.00647141
          30     3.29983   0.0821766   0.0859143   0.0069036
          30     3.48839   0.0314515   0.0536992  0.00474775
          30     3.67696   0.0744426   0.0410973  0.00397616
          30     3.86552    0.028137   0.0216732   0.0037876
          30     4.05408   0.0210168   0.0153886  0.00196724
          30     4.24264   0.0053033   0.0103644  0.00252878
          30      4.4312           0  0.00607915  0.00185907
          30     4.61976           0  0.00295855 0.000947367
          30     4.80833           0  0.00263774   0.0012336
          30     4.99689           0  0.00054588 0.000289673
          30     5.18545           0 0.000155498 8.71777e-05
          30     5.37401           0  1.8005e-05 1.77024e-05
          30     5.56257           0           0           0
